c0
"N fix per N in UCYN-A from Mills et al 2020. From ""10 Data_UCYN-A_N2_fix.xlsx"""
0.226947913
1.670528051
2.573454223
2.07678958
2.914557832
1.064707222
2.188339965
2.727738635
1.929052802
4.687399874
4.69104367
6.455453472
4.857855405
3.635862152
2.178684831
3.062476533
4.515586532
0.257382539
1.418755774
2.146405132
4.511861258
0.934526061
3.182637158
1.491530114
7.756356637
3.180585043
0.059608883
0.218871157
0.174120517
0.481154788
0.415985304
0.202650872
0.375370078
0.782342263
0.236696977
5.451057765
3.10673676
4.122380882
2.631583316
2.175729936
4.547230378
2.101954623
2.825505435
3.220742954
6.41819979
1.852156658
3.7844371
4.131391604
6.248744352
10.4171981
2.152592391
3.363963227
4.48973371
2.18888351
2.509673585
